time,AP,ARR,ARW,G,OP,ORR,ORW
5707.0,911.74,880.72,830.54,968.7,916.41,961.68,874.49
5706.0,903.11,889.06,837.29,968.67,915.84,960.2,876.7
5705.0,905.41,891.17,843.13,968.65,916.19,961.85,877.76
5702.0,913.7,888.74,851.2,968.57,915.27,960.21,878.1
5701.0,921.77,887.61,852.07,968.55,913.27,960.83,878.53
5700.0,914.16,887.68,849.06,968.52,913.31,963.21,879.07
5699.0,920.43,890.89,863.69,968.5,910.57,962.37,879.13
5698.0,920.36,898.6,871.95,968.47,908.15,957.99,878.78
5695.0,911.73,889.78,869.48,968.39,906.14,959.93,879.3
5694.0,911.85,892.2,869.35,968.37,904.93,957.2,879.23
5693.0,934.21,896.63,875.41,968.34,905.99,955.97,881.19
5692.0,922.66,894.74,876.42,968.32,909.38,959.72,881.79
5691.0,921.35,895.79,874.36,968.29,909.63,960.73,882.45
5688.0,920.88,897.82,883.9,968.22,909.3,959.48,883.37
5687.0,907.79,895.14,877.11,968.19,909.23,957.04,881.31
5686.0,913.42,895.53,882.39,968.16,910.42,955.85,879.48
5685.0,906.7,889.23,874.48,968.14,911.8,956.86,877.01
5684.0,904.21,883.06,875.63,968.11,912.07,957.29,876.6
5681.0,905.65,888.53,891.26,968.04,911.5,956.43,880.02
5680.0,908.28,896.45,902.78,968.01,909.81,954.35,881.82
5679.0,903.32,898.16,909.31,967.99,910.95,952.92,882.69
5678.0,923.69,903.27,916.91,967.96,910.57,951.06,882.61
5677.0,922.13,905.25,913.05,967.94,911.43,951.02,882.94
5674.0,934.51,904.64,918.53,967.86,910.88,951.16,883.43
5673.0,937.66,905.15,918.53,967.83,908.03,949.57,883.03
5672.0,924.38,898.82,915.1,967.81,906.68,948.91,881.56
5671.0,924.2,899.41,916.81,967.78,904.88,946.42,881.88
5670.0,925.82,894.51,918.51,967.76,905.04,945.5,882.54
5667.0,923.59,887.47,909.42,967.68,904.82,946.07,882.55
5666.0,908.17,875.61,897.94,967.66,907.69,950.54,881.92
5665.0,903.01,870.75,884.43,967.63,905.73,953.7,880.46
5664.0,905.67,878.94,906.97,967.6,902.07,952.35,881.2
5663.0,923.55,881.03,918.51,967.58,898.69,948.02,881.26
5660.0,926.37,887.97,936.68,967.5,899.73,945.8,882.26
5659.0,932.53,889.23,942.88,967.48,898.52,943.9,882.27
5658.0,931.17,889.17,942.9,967.45,897.29,944.58,880.53
5657.0,938.01,883.79,943.08,967.43,896.2,947.68,879.43
5656.0,930.57,884.69,931.61,967.4,894.78,947.02,878.05
5653.0,945.9,902.34,948.83,967.32,897.94,942.99,880.91
5652.0,951.37,904.59,955.3,967.3,898.79,945.26,882.58
5651.0,950.43,906.47,959.25,967.27,898.79,946.02,883.66
5650.0,948.19,911.16,956.83,967.25,899.25,945.08,883.38
5649.0,950.44,911.2,953.04,967.22,898.6,946.55,882.21
5646.0,931.67,901.47,941.89,967.15,895.89,949.27,880.93
5645.0,938.18,904.1,944.47,967.12,895.7,946.59,879.02
5644.0,934.35,895.57,937.27,967.1,894.24,946.45,874.04
5643.0,946.97,896.29,933.69,967.07,893.96,946.03,874.25
5642.0,947.22,893.27,938.01,967.04,894.57,944.71,876.29
5639.0,946.43,899.27,945.68,966.97,898.26,945.39,878.58
5638.0,953.91,903.49,943.28,966.94,899.98,944.75,876.55
5637.0,954.61,902.07,944.13,966.92,898.5,941.0,875.19
5636.0,940.05,890.57,938.16,966.89,898.7,943.79,878.48
5635.0,945.8,890.81,943.33,966.87,899.21,945.31,880.59
5632.0,950.75,894.51,947.69,966.79,898.01,945.52,883.23
5630.0,958.92,907.9,958.98,966.74,901.16,947.17,887.72
5629.0,964.49,904.4,962.32,966.72,904.47,952.6,889.63
5628.0,974.24,902.49,964.89,966.69,904.9,957.38,891.21
5625.0,973.05,902.93,965.93,966.62,906.36,960.66,893.74
5624.0,973.71,908.42,970.51,966.59,905.78,958.57,893.67
5623.0,979.68,909.31,978.72,966.57,905.14,958.38,894.57
5622.0,974.32,903.56,985.0,966.54,904.33,957.35,895.71
5621.0,981.72,913.87,992.51,966.52,905.9,955.0,896.52
5618.0,996.63,913.75,994.49,966.44,909.89,955.19,896.55
5617.0,999.65,917.01,990.02,966.42,910.7,955.57,896.19
5616.0,998.47,913.75,992.93,966.39,909.56,954.48,892.75
5615.0,999.37,913.58,996.95,966.37,909.73,955.03,892.39
5614.0,1000.25,915.78,996.93,966.34,908.66,955.03,894.79
5611.0,997.2,914.9,999.05,966.27,909.3,957.71,895.19
5610.0,996.49,913.15,992.43,966.24,908.93,952.56,891.7
5609.0,1003.58,906.82,990.73,966.22,908.44,951.83,892.28
5608.0,1004.58,904.34,986.5,966.19,907.05,952.83,890.67
5607.0,1003.28,906.15,992.49,966.17,910.39,955.31,895.16
5604.0,1005.78,908.5,991.55,966.09,913.14,959.53,897.45
5603.0,998.19,896.78,982.83,966.07,909.82,956.65,892.96
5602.0,998.66,898.17,996.17,966.04,905.53,955.15,894.19
5601.0,990.57,898.3,1002.59,966.02,909.46,958.14,895.26
5600.0,995.12,906.14,1002.81,965.99,914.47,963.05,896.1
5596.0,991.81,900.36,1002.36,965.89,914.64,966.96,897.58
5595.0,993.71,908.15,1012.39,965.87,915.07,968.39,899.48
5594.0,1001.47,911.5,1018.77,965.85,916.95,973.18,902.12
5593.0,1002.42,910.63,1017.56,965.82,918.79,974.38,902.78
5590.0,992.81,909.84,1013.07,965.75,919.2,974.82,902.51
5589.0,992.94,906.34,1007.35,965.72,918.15,973.77,900.0
5588.0,992.7,903.63,1001.76,965.7,919.13,973.31,898.59
5587.0,988.95,901.42,997.08,965.67,921.81,975.54,896.98
5586.0,988.5,900.09,989.75,965.65,923.78,976.53,896.19
5583.0,975.47,895.37,997.37,965.57,924.13,977.72,897.24
5582.0,987.98,903.32,1005.53,965.55,924.27,977.14,899.19
5581.0,978.66,901.99,992.29,965.52,925.2,977.52,899.33
5580.0,966.75,900.17,992.06,965.5,924.18,976.75,899.48
5579.0,967.56,896.63,996.08,965.47,923.37,974.89,898.54
5576.0,967.97,899.99,990.07,965.4,924.39,974.7,897.93
5575.0,968.65,896.51,984.89,965.37,924.33,974.15,897.83
5574.0,961.44,894.01,978.29,965.35,925.36,976.08,896.77
5573.0,958.86,892.88,965.52,965.32,924.22,975.78,893.41
5569.0,953.23,886.46,955.09,965.23,923.44,977.21,891.06
5568.0,953.24,886.05,953.83,965.2,923.36,976.12,890.37
5567.0,951.03,880.83,945.17,965.18,923.35,977.19,888.39
5566.0,952.35,882.01,937.91,965.15,923.28,975.05,883.52
5565.0,952.37,889.5,932.98,965.13,923.4,973.88,883.26
5562.0,944.06,883.8,923.56,965.05,922.96,974.04,882.57
5561.0,945.17,883.28,927.26,965.03,922.71,973.42,881.86
5560.0,953.09,888.48,939.06,965.0,925.36,975.69,884.07
5559.0,958.43,895.71,940.86,964.98,924.02,976.22,882.84
5558.0,960.3,898.22,938.34,964.95,923.52,975.38,880.57
5555.0,958.59,896.65,932.94,964.88,924.39,976.17,877.29
5554.0,952.25,886.0,929.01,964.85,922.54,975.08,873.14
5553.0,938.23,887.17,921.83,964.83,918.88,973.51,868.29
5552.0,935.2,879.18,915.14,964.8,918.0,969.16,865.16
5551.0,929.15,880.76,907.77,964.78,918.72,968.95,866.7
5548.0,927.1,871.51,906.87,964.7,917.25,968.22,868.2
5547.0,934.79,875.52,914.65,964.68,919.02,968.76,872.81
5546.0,933.08,867.23,909.83,964.65,916.86,967.5,870.65
5545.0,929.47,867.92,910.46,964.63,915.57,964.86,870.62
5544.0,939.45,881.23,923.83,964.6,916.34,961.55,873.87
5541.0,939.04,881.28,934.19,964.53,915.75,960.26,875.79
5540.0,941.79,891.13,937.09,964.5,921.38,963.53,880.31
5539.0,935.32,889.61,938.46,964.47,921.41,961.93,880.41
5538.0,928.72,893.01,947.05,964.44,924.59,962.44,881.7
5537.0,939.64,896.58,948.69,964.41,925.45,964.95,882.18
5534.0,940.66,894.84,950.31,964.32,924.87,967.59,881.98
5533.0,937.12,895.35,953.37,964.29,926.44,967.7,881.62
5532.0,934.41,896.58,952.49,964.26,924.77,967.87,879.89
5531.0,937.17,895.59,948.23,964.22,922.87,966.05,876.45
5530.0,937.41,893.48,944.4,964.19,921.69,963.66,873.75
5527.0,931.54,892.46,945.21,964.09,919.49,961.49,874.33
5526.0,931.81,889.11,945.77,964.06,921.08,961.35,874.88
5525.0,930.51,888.16,945.69,964.03,919.68,961.51,874.0
5524.0,933.91,886.21,943.99,963.99,922.28,960.81,874.8
5523.0,934.13,885.25,944.82,963.96,924.82,963.04,876.59
5520.0,929.66,884.94,947.05,963.86,924.78,964.34,876.63
5519.0,926.16,879.93,933.62,963.82,923.56,965.55,873.62
5518.0,922.05,870.8,924.98,963.79,918.99,964.77,869.72
5517.0,926.8,872.62,929.56,963.76,919.21,964.6,870.09
5516.0,927.04,867.32,934.7,963.72,919.89,967.05,876.1
5513.0,932.03,870.2,939.67,963.62,923.22,968.24,877.24
5512.0,927.01,873.28,942.79,963.58,925.94,971.85,879.07
5511.0,926.22,867.55,941.59,963.55,928.68,971.93,877.67
5510.0,925.67,867.5,937.86,963.51,928.82,973.36,879.19
5509.0,924.03,857.99,926.87,963.48,930.21,977.78,877.21
5506.0,927.38,850.33,924.78,963.38,931.33,977.64,874.86
5505.0,926.57,857.75,934.76,963.34,930.15,974.18,874.21
5504.0,920.56,855.62,944.66,963.31,930.09,974.71,874.23
5503.0,918.34,863.01,949.14,963.27,930.29,972.73,873.06
5502.0,917.15,866.18,948.15,963.24,927.19,972.93,873.04
5499.0,920.4,864.0,950.0,963.13,927.3,973.13,874.88
5498.0,917.95,865.26,943.65,963.1,923.97,969.11,867.59
5497.0,907.99,857.87,937.19,963.06,921.46,970.68,866.61
5496.0,892.77,853.71,920.93,963.03,920.76,972.55,868.16
5495.0,895.74,852.16,916.81,962.99,921.69,972.28,867.76
5492.0,896.53,849.11,921.11,962.88,922.62,971.34,867.8
5491.0,901.64,843.3,923.29,962.85,922.92,971.52,867.89
5490.0,925.32,844.61,919.62,962.81,922.44,970.36,865.3
5489.0,934.64,850.46,923.23,962.78,920.19,967.5,862.99
5488.0,925.04,849.75,919.46,962.74,922.11,966.35,862.02
5485.0,928.04,853.0,924.51,962.63,919.0,964.17,864.09
5484.0,933.92,857.73,922.32,962.6,919.94,963.05,865.83
5483.0,915.7,843.14,906.98,962.56,918.92,964.13,861.11
5481.0,900.48,847.18,906.59,962.49,917.43,960.45,861.56
5478.0,916.07,862.41,917.86,962.38,914.26,958.85,867.1
5476.0,917.61,864.61,920.0,962.3,912.05,955.99,867.15
5475.0,917.62,869.78,918.51,962.27,911.98,955.48,866.75
5474.0,913.39,874.61,922.08,962.23,912.07,954.13,867.52
5469.0,920.1,871.96,914.44,962.05,911.76,952.05,866.92
5468.0,920.11,870.98,915.08,962.01,911.68,951.68,867.4
5467.0,920.09,870.59,919.8,961.98,911.22,953.54,866.93
5464.0,916.28,867.72,908.58,961.87,909.1,952.71,864.86
5463.0,924.45,862.86,900.24,961.83,909.57,951.98,859.22
5462.0,910.17,847.37,885.52,961.79,908.15,953.78,848.47
5461.0,905.61,839.66,878.39,961.76,906.65,954.86,836.64
5460.0,921.74,839.22,890.58,961.72,910.74,952.91,843.75
5457.0,932.89,848.54,903.03,961.61,908.27,952.73,853.67
5456.0,938.28,859.46,909.61,961.58,907.76,949.95,863.46
5455.0,936.94,859.07,920.53,961.54,907.76,950.04,865.63
5454.0,945.18,869.75,926.36,961.5,908.88,948.83,872.36
5453.0,954.91,871.79,936.21,961.47,907.89,947.22,876.74
5450.0,957.4,877.23,943.78,961.36,907.07,945.73,880.67
5449.0,951.53,876.37,944.83,961.32,908.73,946.44,883.67
5448.0,959.94,877.76,943.95,961.29,909.68,946.3,881.16
5447.0,959.81,875.99,942.74,961.25,910.81,945.99,881.61
5446.0,949.15,873.2,943.23,961.21,913.92,948.24,883.66
5443.0,949.83,877.55,960.08,961.1,916.13,948.47,888.1
5442.0,953.3,879.91,966.88,961.07,915.53,947.24,888.11
5441.0,950.39,881.4,966.33,961.03,915.73,945.71,888.12
5440.0,947.05,878.99,963.78,961.0,913.52,944.49,887.17
5439.0,947.34,877.71,965.61,960.96,912.57,942.34,886.39
5436.0,949.04,876.42,959.63,960.85,912.93,941.95,885.88
5435.0,942.39,871.03,947.36,960.81,909.31,940.48,883.01
5434.0,950.59,870.62,947.18,960.78,907.32,939.08,881.81
5433.0,952.38,872.19,946.1,960.74,909.16,939.53,880.98
5432.0,947.84,866.09,943.68,960.71,909.55,940.1,880.67
5429.0,948.87,867.11,947.94,960.6,909.12,939.94,881.8
5428.0,941.57,866.63,949.6,960.56,913.12,938.42,882.23
5427.0,945.16,865.99,952.48,960.53,910.55,937.58,882.16
5425.0,946.43,865.67,953.79,960.45,908.9,938.3,882.69
5422.0,949.34,862.17,945.12,960.35,907.22,938.4,882.32
5421.0,953.89,862.25,948.28,960.31,908.27,937.07,882.66
5420.0,955.38,861.59,954.41,960.28,909.21,937.52,884.16
5419.0,960.8,857.72,961.86,960.25,912.41,938.83,885.09
5418.0,961.38,858.12,964.64,960.21,911.12,936.76,887.04
5415.0,961.75,862.22,969.52,960.11,911.65,937.58,887.64
5414.0,953.95,853.64,962.17,960.07,909.68,937.06,887.44
5413.0,956.2,852.31,959.87,960.04,910.45,936.25,887.41
5412.0,959.18,851.45,949.2,960.01,909.5,937.15,886.3
5411.0,954.07,843.39,936.4,959.97,908.46,937.61,884.14
5408.0,950.67,843.88,942.09,959.87,908.6,937.02,883.37
5407.0,951.64,840.28,939.81,959.83,909.07,936.83,883.53
5406.0,950.83,834.38,944.41,959.79,909.01,938.13,883.67
5405.0,949.52,836.14,939.84,959.76,908.66,938.57,882.11
5404.0,936.26,824.69,939.6,959.72,908.15,938.63,881.96
5401.0,940.24,818.99,935.54,959.61,907.23,938.97,880.81
5400.0,934.5,809.41,930.01,959.58,905.91,940.33,877.0
5399.0,935.94,810.6,940.27,959.54,910.64,944.07,878.11
5398.0,942.68,817.67,948.39,959.51,909.06,940.29,877.92
5397.0,939.61,818.99,947.9,959.47,905.26,937.34,877.66
5394.0,940.22,824.96,946.52,959.36,904.62,937.24,877.7
5393.0,951.6,836.9,962.36,959.32,904.91,936.83,879.98
5392.0,947.58,846.22,954.09,959.28,900.8,936.31,876.95
5391.0,957.47,840.61,964.49,959.23,899.27,935.16,875.75
5390.0,961.03,849.01,964.02,959.19,897.53,933.52,874.91
5387.0,957.74,846.96,952.61,959.06,895.49,932.79,873.93
5386.0,953.36,843.62,948.53,959.01,896.15,933.24,874.81
5385.0,963.56,848.69,952.25,958.97,896.59,934.0,874.13
5384.0,976.67,857.39,959.52,958.92,894.37,930.94,873.07
5383.0,972.36,859.09,963.04,958.88,896.35,930.74,874.44
5380.0,971.38,861.66,975.36,958.74,896.58,930.1,878.7
5379.0,968.13,859.02,976.79,958.7,898.8,930.29,880.63
5378.0,968.71,868.35,984.98,958.65,897.5,928.6,881.35
5377.0,972.15,864.96,982.82,958.6,893.83,928.69,879.61
5376.0,983.39,869.54,989.23,958.56,892.5,927.65,879.2
5373.0,990.95,875.8,1000.88,958.41,892.29,926.4,878.17
5372.0,978.68,876.89,1002.94,958.37,891.59,924.02,876.17
5371.0,983.4,873.5,1008.06,958.32,891.89,925.55,876.95
5370.0,975.34,872.22,1000.94,958.27,891.02,924.81,877.79
5369.0,969.71,869.64,1002.37,958.22,891.5,925.16,877.96
5366.0,963.44,870.84,1006.98,958.08,889.85,924.56,880.21
5365.0,965.09,874.23,1013.69,958.03,892.49,926.6,884.01
5364.0,974.58,873.59,1018.37,957.98,892.18,927.06,883.35
5363.0,974.91,872.35,1028.83,957.93,892.55,928.45,885.12
5362.0,976.75,877.37,1035.15,957.88,896.39,930.57,887.39
5359.0,973.28,880.18,1036.56,957.74,893.83,930.78,889.04
5358.0,972.79,879.25,1039.39,957.69,892.56,929.94,889.14
5357.0,962.83,880.77,1039.79,957.64,890.46,930.28,888.53
5356.0,942.79,878.45,1027.61,957.59,888.18,930.75,886.51
5355.0,938.49,878.92,1030.87,957.54,888.67,933.47,889.55
5352.0,928.84,879.07,1028.57,957.39,887.5,933.84,889.58
5351.0,930.08,877.06,1027.81,957.34,888.06,933.96,889.76
5350.0,945.99,879.89,1033.41,957.29,889.21,933.47,890.24
5349.0,945.25,879.05,1028.26,957.24,888.48,931.59,887.04
5348.0,937.99,877.28,1026.13,957.19,885.58,929.52,885.47
5345.0,934.67,873.06,1024.13,957.04,885.33,929.21,884.81
5344.0,938.02,875.72,1023.12,956.99,885.3,928.68,885.24
5343.0,938.95,872.94,1025.78,956.94,885.23,928.51,885.17
5342.0,936.91,872.39,1025.24,956.89,885.55,928.91,886.15
5341.0,936.57,868.85,1018.86,956.84,884.83,928.6,884.05
5337.0,925.88,863.52,1014.89,956.64,883.06,928.2,881.94
5336.0,915.64,860.34,1013.4,956.59,879.94,926.67,878.69
5335.0,905.74,855.77,1007.72,956.54,878.26,925.62,876.02
5334.0,905.33,856.78,1005.08,956.49,878.79,925.64,875.84
5331.0,891.72,851.74,991.43,956.35,876.07,926.22,873.32
5330.0,897.4,849.07,996.23,956.3,876.47,924.87,873.64
5329.0,908.01,852.83,1000.84,956.25,873.74,923.85,874.32
5328.0,911.36,854.89,1006.19,956.2,873.39,922.99,875.33
5327.0,911.09,860.27,1011.41,956.15,878.38,923.58,878.16
5324.0,902.91,858.27,1003.6,956.0,872.9,922.95,878.11
5323.0,895.89,862.16,1008.33,955.95,874.19,921.35,882.48
5322.0,902.48,873.83,1019.28,955.9,879.25,921.92,886.93
5321.0,917.76,875.59,1020.78,955.85,881.09,923.97,885.55
5320.0,923.08,877.39,1019.59,955.8,879.83,922.81,885.38
5317.0,923.74,877.41,1019.04,955.65,879.38,922.8,886.87
5316.0,923.77,881.03,1020.84,955.6,878.4,921.71,888.38
5315.0,922.29,880.06,1018.12,955.55,879.4,922.64,887.72
5314.0,924.66,878.52,1015.38,955.5,875.6,921.85,884.64
5313.0,916.98,873.7,1005.83,955.45,874.99,922.04,882.73
5310.0,918.51,875.6,1005.83,955.3,875.38,921.48,883.27
5309.0,921.63,871.44,1005.24,955.25,875.02,921.41,881.12
5308.0,919.95,878.83,1008.61,955.2,873.22,919.37,882.51
5307.0,918.64,874.24,1007.63,955.15,872.81,918.45,882.07
5306.0,916.27,876.77,1005.05,955.1,874.24,918.67,882.69
5303.0,912.57,871.8,1000.16,954.95,873.77,919.21,883.88
5302.0,902.26,871.09,1003.29,954.9,874.31,918.47,883.23
5301.0,905.12,876.31,1001.95,954.85,874.32,918.15,883.18
5300.0,909.63,874.28,1005.03,954.8,875.42,917.82,881.35
5299.0,915.36,880.14,1004.66,954.75,873.64,916.18,878.99
5296.0,910.01,884.03,1002.91,954.6,872.77,915.9,878.25
5295.0,910.0,884.34,1002.32,954.55,870.7,915.3,878.26
5294.0,913.86,881.11,1000.54,954.5,872.23,915.78,878.92
5293.0,922.56,880.08,991.91,954.45,872.06,917.69,879.48
5292.0,925.33,874.9,991.29,954.4,872.12,918.52,879.36
5289.0,921.54,873.75,987.25,954.25,872.63,918.46,880.07
5288.0,923.39,872.09,987.7,954.2,872.06,918.5,880.07
5287.0,928.37,872.35,983.36,954.15,872.17,917.21,879.49
5286.0,941.26,872.12,988.55,954.1,870.48,915.41,877.94
5285.0,944.9,875.92,983.49,954.05,867.45,914.31,875.76
5282.0,941.83,876.43,984.69,953.9,865.46,913.7,874.67
5280.0,941.8,872.03,984.76,953.8,867.99,913.64,872.8
5279.0,942.28,867.9,983.78,953.75,867.42,912.71,871.07
5278.0,936.79,867.1,986.09,953.7,867.65,914.45,872.92
5275.0,938.92,867.21,988.0,953.56,869.34,913.99,876.42
5274.0,941.67,866.43,992.68,953.51,868.45,914.1,876.23
5273.0,944.75,868.93,993.1,953.46,865.92,913.32,876.51
5272.0,948.98,870.64,994.34,953.41,868.44,913.35,879.1
5271.0,943.19,870.93,986.96,953.36,869.66,914.58,881.42
5268.0,946.99,870.25,983.52,953.21,868.84,914.86,880.89
5267.0,941.18,866.18,975.05,953.16,864.87,913.1,874.72
5266.0,934.71,862.6,971.6,953.11,863.62,912.02,872.66
5265.0,930.22,861.62,975.55,953.06,861.01,912.8,873.88
5264.0,928.88,862.25,969.93,953.01,862.13,914.43,875.88
5261.0,926.05,861.23,968.37,952.86,861.07,916.14,876.62
5260.0,935.96,860.35,977.61,952.81,862.47,916.72,876.9
5259.0,929.75,857.08,977.15,952.76,861.7,917.03,874.55
5258.0,934.46,857.67,972.42,952.71,860.96,914.17,869.55
5257.0,937.46,855.62,979.65,952.66,861.33,912.92,868.47
5254.0,935.21,853.24,980.49,952.51,859.83,912.95,868.51
5253.0,933.48,850.68,978.89,952.46,860.12,911.72,866.47
5252.0,918.14,847.98,970.63,952.41,857.58,912.09,866.95
5251.0,915.54,844.0,969.13,952.36,854.34,912.49,865.9
5250.0,912.94,847.48,973.77,952.31,857.27,913.28,866.76
5247.0,909.58,846.38,970.79,952.16,857.04,914.17,865.88
5246.0,911.2,845.65,968.27,952.11,859.38,914.55,866.47
5245.0,917.58,851.19,970.88,952.06,858.1,913.68,866.27
5244.0,914.19,852.25,962.56,952.01,855.68,911.05,863.23
5243.0,912.05,850.72,956.87,951.96,853.29,909.53,861.81
5240.0,904.49,845.33,949.32,951.8,853.9,910.74,862.55
5239.0,910.17,846.75,950.89,951.75,853.94,911.52,863.35
5238.0,905.95,845.36,947.17,951.7,851.97,910.42,860.22
5237.0,908.7,844.85,946.68,951.65,850.03,910.33,855.52
5236.0,914.12,847.66,944.17,951.6,850.34,909.95,853.15
5233.0,923.64,847.16,946.16,951.45,849.72,910.35,852.94
5231.0,926.17,846.43,939.09,951.35,848.09,908.63,850.57
5230.0,926.25,843.81,942.89,951.3,847.02,907.14,849.15
5229.0,921.03,839.37,936.78,951.25,846.91,907.61,847.41
5226.0,919.36,838.47,936.97,951.1,846.74,908.14,846.51
5225.0,922.79,843.1,946.36,951.05,846.84,907.08,848.19
5224.0,926.12,842.22,945.75,951.0,845.96,907.34,848.86
5223.0,927.59,843.32,949.89,950.95,845.73,906.25,848.37
5219.0,918.74,838.14,952.34,950.75,845.39,906.91,848.49
5218.0,918.74,837.79,950.07,950.7,845.52,906.85,848.5
5217.0,907.57,835.51,944.34,950.65,845.5,908.46,847.52
5216.0,912.74,827.26,942.1,950.6,847.67,908.71,846.77
5215.0,922.58,826.18,951.88,950.55,847.73,907.4,847.63
5212.0,931.52,823.36,955.04,950.4,847.67,907.74,849.56
5211.0,934.64,831.29,960.28,950.35,848.4,907.41,850.46
5210.0,932.27,839.92,954.43,950.3,847.41,905.08,847.18
5209.0,933.37,834.63,951.59,950.25,847.54,904.98,845.83
5208.0,930.0,832.51,945.36,950.2,846.92,905.46,844.42
5205.0,936.07,840.16,943.34,950.06,845.05,904.61,845.05
5204.0,930.52,844.09,941.75,950.01,842.72,901.99,841.1
5203.0,937.22,845.1,945.27,949.96,842.14,901.44,841.06
5202.0,934.13,843.32,941.7,949.91,842.82,902.99,842.01
5201.0,931.52,838.85,936.45,949.86,841.65,903.24,840.48
5198.0,922.47,833.42,928.1,949.71,842.46,903.62,838.89
5197.0,918.83,829.46,919.91,949.66,841.26,904.56,839.11
5196.0,919.45,829.46,913.87,949.61,841.34,903.51,834.95
5195.0,910.87,830.0,905.56,949.56,840.55,902.54,831.84
5194.0,899.69,825.58,901.66,949.51,840.76,902.27,829.25
5191.0,901.35,828.9,893.69,949.36,839.48,901.71,828.45
5190.0,902.67,829.26,890.06,949.31,838.23,900.77,827.19
5189.0,897.8,830.92,898.43,949.26,840.76,901.59,829.07
5188.0,903.42,834.25,900.03,949.21,841.16,903.57,828.46
5187.0,907.31,829.03,892.13,949.16,839.49,903.14,826.98
5184.0,886.5,823.23,887.39,949.01,838.54,904.05,826.59
5183.0,889.22,827.99,892.05,948.96,839.01,903.36,826.39
5182.0,899.86,834.2,893.26,948.91,839.05,901.74,826.54
5181.0,911.06,836.89,902.81,948.86,838.59,900.71,826.93
5180.0,909.63,838.84,902.04,948.81,839.5,900.74,826.94
5177.0,922.5,840.92,911.88,948.66,838.8,900.38,828.28
5176.0,931.91,843.11,914.87,948.61,840.07,901.2,829.96
5175.0,926.69,839.79,905.39,948.56,840.17,903.3,829.6
5174.0,927.72,839.09,902.81,948.52,836.43,903.36,828.68
5173.0,907.23,828.98,898.12,948.47,834.05,904.83,824.8
5170.0,951.48,837.92,911.45,948.32,836.35,902.83,829.5
5169.0,935.88,834.75,908.73,948.27,836.07,903.6,827.23
5168.0,937.93,833.0,902.79,948.22,834.92,902.13,824.14
5167.0,948.09,834.95,902.17,948.17,835.52,900.8,823.2
5166.0,954.27,834.44,904.6,948.12,835.58,899.34,822.42
5163.0,942.21,830.58,905.32,947.97,833.61,899.66,818.83
5162.0,934.82,828.82,897.94,947.92,831.2,898.76,815.9
5161.0,942.73,828.33,905.1,947.87,830.9,899.93,814.99
5160.0,937.54,830.65,904.75,947.82,832.46,900.5,816.03
5159.0,941.67,827.46,909.32,947.77,832.28,899.43,815.4
5156.0,942.1,825.86,903.37,947.62,831.62,899.35,815.43
5155.0,942.6,822.72,893.61,947.57,829.75,899.12,814.79
5154.0,940.71,820.22,899.88,947.52,830.31,897.26,815.14
5153.0,928.99,818.52,892.61,947.47,830.74,898.95,815.14
5152.0,918.66,810.52,884.61,947.42,831.97,899.74,814.83
5149.0,920.8,808.27,886.07,947.28,832.29,900.15,815.28
5148.0,920.39,799.64,879.67,947.23,830.69,899.15,812.37
5147.0,901.06,790.32,868.35,947.18,829.02,900.59,811.04
5146.0,897.73,789.11,869.36,947.13,828.07,900.92,809.64
5145.0,902.56,790.01,877.03,947.08,825.08,901.55,805.64
5142.0,897.81,802.01,885.23,946.93,823.88,899.74,805.41
5141.0,890.85,806.07,885.09,946.88,826.66,898.21,807.41
5140.0,885.58,804.34,885.35,946.83,830.35,897.64,809.56
5139.0,891.48,807.71,883.11,946.78,833.15,896.14,810.98
5138.0,884.83,804.81,880.69,946.73,832.45,895.75,809.1
5135.0,894.5,810.87,896.05,946.58,834.34,896.44,810.01
5134.0,912.15,825.32,907.99,946.53,835.72,894.84,812.96
5133.0,918.31,830.38,918.57,946.48,835.65,892.37,816.2
5132.0,910.75,829.32,913.71,946.43,835.33,893.23,818.19
5131.0,900.67,828.25,913.78,946.39,836.54,893.78,818.52
5128.0,900.62,828.36,914.96,946.24,836.08,893.25,818.55
5127.0,907.99,829.26,916.93,946.19,835.35,892.67,818.43
5126.0,905.4,829.56,919.67,946.14,834.57,891.47,817.63
5125.0,897.49,825.8,917.44,946.09,834.88,892.0,816.05
5124.0,894.38,822.95,919.26,946.04,835.67,892.02,815.58
5121.0,883.69,827.3,913.09,945.89,834.22,890.89,814.9
5120.0,882.17,823.38,907.13,945.84,832.24,888.22,813.08
5119.0,894.54,825.09,915.64,945.79,831.41,887.93,812.76
5118.0,892.03,823.88,914.21,945.74,831.05,889.09,813.72
5114.0,910.39,823.18,920.99,945.54,830.66,886.55,811.99
5113.0,917.85,822.78,930.53,945.49,831.59,886.41,810.98
5111.0,907.85,829.87,940.52,945.4,833.71,885.45,811.25
5110.0,907.85,827.65,939.86,945.35,834.09,885.78,810.88
5107.0,907.81,826.74,936.21,945.2,834.04,884.7,810.67
5104.0,910.14,820.09,934.23,945.05,834.75,886.69,812.3
5103.0,910.15,819.0,931.98,945.0,834.69,887.44,812.22
5100.0,907.15,814.14,928.05,944.85,833.95,888.57,811.94
5099.0,898.08,810.42,930.06,944.8,834.09,888.03,811.47
5098.0,904.14,808.28,931.79,944.75,834.64,889.32,811.27
5097.0,901.19,798.81,929.87,944.7,832.91,889.82,811.12
